trial_index,arrow,sound_onset_psy,sound_onset_dev,arrow_onset_psy,arrow_onset_dev,response_key,rt_psy,rt_dev
159,none,267.8075796000012,21529.049460905,,,NaN,NaN,NaN
160,left,269.4407475000007,21531.849679360002,269.4407475000007,21531.849679360002,NaN,NaN,NaN
161,none,271.08241270000144,21533.492554145003,,,NaN,NaN,NaN
162,none,272.74918740000066,21535.158321755,,,NaN,NaN,NaN
163,none,274.41582370000106,21536.824846415002,,,NaN,NaN,NaN
164,right,276.08434240000133,21538.498147370003,276.08434240000133,21538.498147370003,red,0.4002570000011474,0.37837434499670053
165,none,277.64099420000275,21538.899411575003,,,NaN,NaN,NaN
166,none,279.33256880000044,21541.74143266,,,NaN,NaN,NaN
167,none,280.9743011999999,21543.383013680002,,,NaN,NaN,NaN
168,none,282.62424680000186,21545.033154905002,,,NaN,NaN,NaN
169,none,284.2826516000023,21546.69146746,,,NaN,NaN,NaN
170,right,285.9326679000005,21548.341443415,285.9326679000005,21548.341443415,red,0.4094875000009779,0.41450565999912214
171,none,287.4745120000007,21548.75793305,,,NaN,NaN,NaN
172,none,289.1660963000031,21551.57486575,,,NaN,NaN,NaN
173,right,290.7993669000025,21553.208468030003,290.7993669000025,21553.208468030003,red,0.3514776999982132,0.3562765649985522
174,none,292.36607580000054,21553.56649312,,,NaN,NaN,NaN
175,right,294.0622266999999,21556.475638765,294.0622266999999,21556.475638765,red,0.43839950000256067,0.4389151100003801
176,none,295.607816300002,21556.915089215003,,,NaN,NaN,NaN
177,none,297.2577863000006,21559.666468015002,,,NaN,NaN,NaN
178,left,298.932833400002,21561.342596195,298.932833400002,21561.342596195,NaN,NaN,NaN
179,none,300.58278970000174,21562.99229084,,,NaN,NaN,NaN
180,none,302.2578820000017,21564.666993215,,,NaN,NaN,NaN
181,left,303.92452720000074,21566.333334695002,303.92452720000074,21566.333334695002,NaN,NaN,NaN
182,none,305.54124960000263,21567.949974260002,,,NaN,NaN,NaN
183,left,307.20783310000115,21569.61672631,307.20783310000115,21569.61672631,NaN,NaN,NaN
184,none,308.89120710000134,21571.299993895,,,NaN,NaN,NaN
185,left,310.57983109999986,21572.99283916,310.57983109999986,21572.99283916,NaN,NaN,NaN
186,none,312.19970040000044,21574.60868521,,,NaN,NaN,NaN
187,none,313.83331400000316,21576.241670255,,,NaN,NaN,NaN
188,left,315.4413859000015,21577.850182925,315.4413859000015,21577.850182925,NaN,NaN,NaN
189,none,317.09965379999994,21579.50873824,,,NaN,NaN,NaN
190,none,318.7163915000019,21581.125365940003,,,NaN,NaN,NaN
191,right,320.3830933999998,21582.79180097,320.3830933999998,21582.79180097,red,0.3759931000022334,0.3765901849983493
192,none,321.9331807000017,21583.174120015003,,,NaN,NaN,NaN
193,none,323.60820870000316,21586.01720297,,,NaN,NaN,NaN
194,right,325.29987900000197,21587.708475490002,325.29987900000197,21587.708475490002,red,0.3902462000005471,0.3766039849979279
195,none,326.85812090000036,21588.10523639,,,NaN,NaN,NaN
196,left,328.5165495000001,21590.92527662,328.5165495000001,21590.92527662,NaN,NaN,NaN
197,none,330.2085229000004,21592.616919515,,,NaN,NaN,NaN
198,none,331.8333245000031,21594.244054370003,,,NaN,NaN,NaN
199,none,333.49150510000254,21595.900262185,,,NaN,NaN,NaN
200,none,335.1165310000033,21597.52533259,,,NaN,NaN,NaN
201,none,336.7666730000019,21599.17626244,,,NaN,NaN,NaN
202,left,338.44118700000035,21600.853405925,338.44118700000035,21600.853405925,NaN,NaN,NaN
203,none,340.0833655000024,21602.492382215,,,NaN,NaN,NaN
